,id,name,contract_years,total_value,gtd_start,gtd_total,year,position,height,weight,forty,vertical,bench,broad_jump,three_cone,shuttle,pick_number
208,154,Ryan Ramczyk,4,8891554,6749070,6749070,2017,OT,78,310,,,25.0,,,,32.0
209,135,Haason Reddick,4,13477966,13477966,13477966,2017,OLB,73,237,4.52000000,36.50000000,24.0,133.0,7.01000000,4.37000000,13.0
210,224,Jalen Reeves-Maybin,4,3018887,618887,618887,2017,OLB,72,230,,,,,,,124.0
211,219,Josh Reynolds,4,3048021,648021,648021,2017,WR,75,194,4.52000000,37.00000000,,124.0,6.83000000,4.13000000,117.0
212,194,Duke Riley,4,3517752,889752,889752,2017,OLB,72,232,4.58000000,34.50000000,18.0,122.0,6.89000000,4.21000000,75.0
213,198,Derek Rivers,4,3304896,802896,802896,2017,DE,76,248,4.61000000,35.00000000,30.0,123.0,6.94000000,4.40000000,83.0
214,156,Cam Robinson,4,7018163,4840674,4840674,2017,OT,78,322,5.15000000,26.00000000,,106.0,7.81000000,4.82000000,34.0
215,131,John Ross,4,17115863,17115863,17115863,2017,WR,71,188,4.22000000,37.00000000,,133.0,,,9.0
216,260,Chase Roullier,4,2547168,147168,147168,2017,C,76,312,5.54000000,26.50000000,19.0,97.0,7.60000000,4.47000000,199.0
217,271,Cooper Rush,3,1670000,5000,5000,2017,QB,75,228,4.93000000,27.00000000,,105.0,7.23000000,4.47000000,
218,161,Curtis Samuel,4,6453683,4056937,4056937,2017,WR,71,196,4.31000000,37.00000000,18.0,119.0,7.09000000,4.33000000,40.0
219,166,Adam Shaheen,4,5910537,3172234,3172234,2017,TE,78,278,4.79000000,32.50000000,24.0,121.0,7.09000000,4.38000000,45.0
220,228,David Sharpe,4,2986415,586415,586415,2017,OT,78,343,5.44000000,20.50000000,19.0,97.0,7.87000000,4.78000000,129.0
221,255,Tanzel Smart,4,2564783,164783,164783,2017,DT,73,296,5.24000000,27.00000000,22.0,105.0,7.53000000,4.57000000,189.0
222,213,Jonnu Smith,4,3106288,706288,706288,2017,TE,75,248,4.62000000,38.00000000,22.0,127.0,,4.18000000,100.0
223,180,JuJu Smith-Schuster,4,4195779,1847192,1847192,2017,WR,73,215,4.54000000,32.50000000,15.0,120.0,,,62.0
224,186,Dawuane Smoot,4,3846263,964160,964160,2017,DE,75,264,4.77000000,29.50000000,,117.0,7.18000000,4.39000000,68.0
225,241,Jeremy Sprinkle,4,2676503,276503,276503,2017,TE,77,252,4.69000000,29.00000000,,116.0,,,154.0
226,204,Cameron Sutton,4,3217128,736128,736128,2017,CB,71,188,4.52000000,34.00000000,11.0,120.0,6.81000000,,94.0
227,231,Ryan Switzer,4,2965987,565987,565987,2017,WR,68,181,4.51000000,32.00000000,11.0,116.0,6.77000000,4.00000000,133.0
228,207,Cordrea Tankersley,4,3176288,706288,706288,2017,CB,73,199,4.40000000,29.50000000,13.0,121.0,7.00000000,4.32000000,97.0
229,249,Trent Taylor,4,2601937,201937,201937,2017,WR,68,181,4.63000000,33.00000000,13.0,117.0,6.74000000,4.01000000,177.0
230,190,Taywan Taylor,4,3681012,916012,916012,2017,WR,71,203,4.50000000,33.50000000,13.0,132.0,6.57000000,4.21000000,72.0
231,256,Sam Tevi,4,2561791,161791,161791,2017,OT,77,311,5.27000000,26.00000000,15.0,107.0,7.84000000,4.60000000,190.0
232,125,Solomon Thomas,4,28154366,28154366,28154366,2017,DE,75,273,4.69000000,35.00000000,30.0,126.0,6.95000000,4.28000000,3.0
233,216,Tedric Thompson,4,3072004,672004,672004,2017,SS,72,204,4.60000000,32.50000000,17.0,117.0,7.11000000,4.36000000,111.0
234,175,Dalvin Tomlinson,4,4572101,2137987,2137987,2017,DT,75,310,5.19000000,27.00000000,,110.0,7.68000000,4.59000000,55.0
235,124,Mitchell Trubisky,4,29032424,29032424,29032424,2017,QB,74,222,4.67000000,27.50000000,,116.0,6.87000000,4.25000000,2.0
236,172,DeMarcus Walker,4,5073859,2525710,2525710,2017,DE,76,280,,,18.0,,,,51.0
237,234,Carlos Watkins,4,2819648,419648,419648,2017,DT,75,309,,,25.0,,,,142.0
238,134,Deshaun Watson,4,13854281,13854281,13854281,2017,QB,74,221,4.66000000,32.50000000,,119.0,6.95000000,4.31000000,12.0
239,152,T.J. Watt,4,9258568,9258568,9258568,2017,OLB,76,252,4.69000000,37.00000000,21.0,128.0,6.79000000,4.13000000,30.0
240,215,Dede Westbrook,4,3076156,676156,676156,2017,WR,72,178,,,,,,,110.0
241,149,TreDavious White,4,10091110,8340050,8340050,2017,CB,71,192,4.47000000,32.00000000,16.0,119.0,6.90000000,4.32000000,27.0
242,129,Mike Williams,4,19749928,19749928,19749928,2017,WR,76,218,,32.50000000,15.0,121.0,,,7.0
243,163,Marcus Williams,4,6240438,3427157,3427157,2017,FS,73,202,4.56000000,43.50000000,14.0,129.0,6.85000000,4.20000000,42.0
244,230,Jamaal Williams,4,2965992,565992,565992,2017,RB,72,212,4.59000000,30.00000000,,123.0,7.25000000,4.53000000,134.0
245,191,Jordan Willis,4,3617400,904400,904400,2017,DE,76,255,4.53000000,39.00000000,24.0,125.0,6.85000000,4.28000000,73.0
246,167,Quincy Wilson,4,5766277,3060759,3060759,2017,CB,73,211,4.54000000,32.00000000,14.0,118.0,6.86000000,4.02000000,46.0
247,184,Ahkello Witherspoon,4,3884665,973572,973572,2017,CB,75,198,4.45000000,40.50000000,,127.0,6.93000000,4.13000000,66.0
248,257,Xavier Woods,4,2559888,159888,159888,2017,SS,71,197,4.54000000,33.50000000,19.0,122.0,6.72000000,4.13000000,191.0
249,192,Chris Wormley,4,3559643,898643,898643,2017,DT,77,298,,,23.0,,,,74.0
250,324,Dante Pettis,4,6400558,3505885,3505885,2018,WR,72,186,,,,,,,44.0
251,332,Kemoko Turay,4,5218401,2592401,2592401,2018,EDGE,77,253,4.65000000,,,,,,52.0
252,478,Ola Adeniyi,3,1725000,15000,15000,2018,EDGE,74,248,4.83000000,31.50000000,26.0,,7.21000000,4.28000000,
253,378,Jordan Akins,4,3325085,761520,761520,2018,TE,75,249,,,,,,,98.0
254,298,Jaire Alexander,4,12050687,12050687,12050687,2018,CB,71,192,4.38000000,35.00000000,14.0,127.0,6.71000000,3.98000000,18.0
255,387,Brian Allen,4,3146936,686936,686936,2018,C,73,298,5.34000000,26.50000000,27.0,99.0,7.81000000,4.71000000,111.0
256,287,Josh Allen,4,21183038,21183038,21183038,2018,QB,77,237,4.75000000,33.50000000,,119.0,6.90000000,4.40000000,7.0
257,365,Mark Andrews,4,3453160,836660,836660,2018,TE,77,256,4.67000000,31.00000000,17.0,113.0,7.34000000,4.38000000,86.0
258,386,Troy Apke,4,3163635,703635,703635,2018,S,74,198,4.34000000,41.00000000,16.0,131.0,6.56000000,4.03000000,109.0
259,391,Dorance Armstrong,4,3129996,669996,669996,2018,EDGE,76,257,4.87000000,30.00000000,20.0,118.0,7.12000000,4.23000000,
260,393,Anthony Averett,4,3120997,660997,660997,2018,CB,72,185,4.36000000,31.50000000,13.0,119.0,6.93000000,4.40000000,118.0
261,421,Genard Avery,4,2748947,288947,288947,2018,ILB,73,248,4.59000000,36.00000000,26.0,124.0,6.90000000,4.36000000,150.0
262,355,Jerome Baker,4,3809200,975200,975200,2018,OLB,73,229,4.53000000,36.50000000,22.0,126.0,,,73.0
263,405,Kalen Ballage,4,3049181,589181,589181,2018,RB,73,228,4.46000000,33.50000000,15.0,122.0,6.91000000,4.35000000,131.0
264,282,Saquon Barkley,4,31194751,31194751,31194751,2018,RB,72,233,4.40000000,41.00000000,29.0,,,4.24000000,2.0
265,334,Jessie Bates,4,4947814,2383311,2383311,2018,S,74,195,4.50000000,35.50000000,,117.0,6.78000000,4.26000000,
266,465,Nick Bawden,4,2544204,84204,84204,2018,FB,74,245,,,,,,,237.0
267,456,Braxton Berrios,4,2578408,118408,118408,2018,WR,69,184,,,11.0,,,,210.0
268,363,Orlando Brown,4,3491720,865720,865720,2018,OT,80,345,5.85000000,19.50000000,14.0,82.0,7.87000000,5.38000000,83.0
269,511,Tony Brown,3,1710000,0,0,2018,CB,72,198,4.35000000,31.50000000,14.0,126.0,6.78000000,4.11000000,
270,451,Equanimeous St. Brown,4,2578408,118408,118408,2018,WR,77,214,4.48000000,,20.0,,,,207.0
271,309,Taven Bryan,4,10154958,8515076,8515076,2018,DT,76,291,4.98000000,35.00000000,30.0,119.0,7.12000000,4.48000000,29.0
272,368,Oren Burks,4,3431555,820756,820756,2018,OLB,75,233,4.59000000,39.50000000,18.0,131.0,6.82000000,4.15000000,88.0
273,373,Alex Cappa,4,3368704,793704,793704,2018,OT,78,305,5.39000000,26.50000000,24.0,97.0,8.04000000,4.84000000,94.0
274,346,Lorenzo Carter,4,4083482,1049804,1049804,2018,EDGE,78,250,4.50000000,36.00000000,,130.0,,,66.0
275,341,D.J. Chark,4,4447229,1779732,1779732,2018,WR,75,199,4.34000000,40.00000000,16.0,129.0,,,
276,356,Geron Christian,4,3746992,968992,968992,2018,OT,77,298,5.33000000,,19.0,,,,74.0
277,285,Bradley Chubb,4,27271241,27271241,27271241,2018,DE,76,269,4.65000000,36.00000000,24.0,121.0,7.37000000,4.41000000,5.0
278,315,Nick Chubb,4,7383095,5896309,5896309,2018,RB,71,227,4.52000000,38.50000000,29.0,128.0,7.09000000,4.25000000,35.0
279,448,Jack Cichy,4,2605377,145377,145377,2018,ILB,74,238,,,18.0,,,,202.0
280,472,Will Clapp,4,2533140,73140,73140,2018,C,76,311,5.39000000,29.00000000,25.0,97.0,8.04000000,4.92000000,245.0
281,377,Mason Cole,4,3325516,761516,761516,2018,C,76,307,5.23000000,23.50000000,23.0,104.0,7.77000000,4.78000000,97.0
282,427,Tyler Conklin,4,2741031,281031,281031,2018,TE,75,254,4.80000000,38.00000000,18.0,120.0,7.13000000,4.23000000,157.0
283,313,Austin Corbett,4,7568000,5234718,5234718,2018,OG,76,306,5.15000000,28.00000000,19.0,106.0,7.87000000,4.50000000,33.0
284,382,Keke Coutee,4,3189026,729026,729026,2018,WR,70,181,4.43000000,34.50000000,14.0,113.0,6.93000000,4.15000000,103.0
285,423,Tyrell Crosby,4,2747683,287683,287683,2018,OT,77,309,5.23000000,30.00000000,17.0,105.0,7.89000000,4.77000000,153.0
286,422,Dane Cruikshank,4,2747894,287894,287894,2018,S,73,206,4.41000000,38.50000000,25.0,121.0,6.89000000,4.24000000,152.0
287,319,James Daniels,4,6950160,3930578,3930578,2018,C,75,306,,30.50000000,21.0,108.0,7.29000000,4.40000000,39.0
288,283,Sam Darnold,4,30247715,30247715,30247715,2018,QB,75,221,4.85000000,26.50000000,,105.0,6.96000000,4.40000000,3.0
289,294,Marcus Davenport,4,13741895,13741895,13741895,2018,DE,78,264,4.58000000,33.50000000,22.0,124.0,7.20000000,4.41000000,14.0
290,343,Carlton Davis,4,4393113,2434679,2434679,2018,CB,73,203,4.53000000,34.00000000,16.0,124.0,,,63.0
291,336,Duke Dawson,4,4744875,2226494,2226494,2018,CB,70,208,4.46000000,,15.0,,,,56.0
292,420,Michael Dickson,4,2750151,290151,290151,2018,P,74,208,,,,,,,149.0
293,395,Will Dissly,4,3110270,650270,650270,2018,TE,76,262,4.87000000,28.00000000,15.0,111.0,7.07000000,4.40000000,120.0
294,407,Chase Edmonds,4,2912359,452359,452359,2018,RB,69,205,4.55000000,34.00000000,19.0,122.0,6.79000000,4.07000000,134.0
295,308,Terrell Edmunds,4,10697789,8278999,8278999,2018,S,74,220,4.47000000,41.50000000,,134.0,,,28.0
296,296,Tremaine Edmunds,4,12659544,12659544,12659544,2018,LB,77,253,4.54000000,,19.0,117.0,,,16.0
297,443,Deshon Elliott,4,2617795,157795,157795,2018,S,74,205,4.58000000,36.00000000,15.0,121.0,,,190.0
298,299,Leighton Vander Esch,4,11847781,11847781,11847781,2018,ILB,76,256,4.65000000,39.50000000,20.0,124.0,6.88000000,4.15000000,19.0
299,302,Rashaan Evans,4,11577193,11577193,11577193,2018,LB,75,232,,30.00000000,,116.0,6.95000000,4.36000000,22.0
300,485,Brandon Facyson,3,1720000,10000,10000,2018,CB,74,197,4.53000000,,16.0,,,,
301,441,Foley Fatukasi,4,2634253,174253,174253,2018,DT,76,318,5.29000000,30.00000000,33.0,112.0,7.44000000,4.53000000,
302,291,Minkah Fitzpatrick,4,16447773,16447773,16447773,2018,DB,73,201,4.46000000,33.00000000,14.0,121.0,,,11.0
303,418,Tre Flowers,4,2758729,298729,298729,2018,S,75,200,4.45000000,34.50000000,18.0,122.0,,,146.0
304,352,Royce Freeman,4,3940020,997020,997020,2018,RB,71,229,4.54000000,34.00000000,17.0,118.0,6.90000000,4.16000000,71.0
305,426,Troy Fumagalli,4,2741802,281802,281802,2018,TE,77,247,,,14.0,,,,156.0
306,361,Michael Gallup,4,3523980,889980,889980,2018,WR,73,205,4.51000000,36.00000000,10.0,122.0,6.95000000,4.37000000,81.0
307,495,Nick Gates,3,1715000,5000,5000,2018,OT,77,307,5.46000000,24.00000000,20.0,94.0,7.61000000,4.68000000,
308,322,Mike Gesicki,4,6611924,3669214,3669214,2018,TE,77,247,4.54000000,41.50000000,22.0,129.0,6.76000000,4.10000000,42.0
309,329,Dallas Goedert,4,5624271,2906028,2906028,2018,TE,77,256,,,23.0,,,,49.0
310,359,Rasheem Green,4,3572556,912556,912556,2018,DE,77,275,4.73000000,32.50000000,,118.0,7.24000000,4.39000000,79.0
311,413,Shaquem Griffin,4,2777619,317619,317619,2018,OLB,73,227,4.38000000,,20.0,117.0,,,141.0
312,339,Derrius Guice,4,4541933,1993224,1993224,2018,RB,70,224,4.49000000,31.50000000,15.0,,,,59.0
313,388,Daesean Hamilton,4,3142638,682638,682638,2018,WR,73,203,,34.50000000,,118.0,6.84000000,4.15000000,113.0
314,446,Shaun dion Hamilton,4,2613010,153010,153010,2018,ILB,72,228,,,20.0,,,,197.0
315,389,Dashawn Hand,4,3141964,681964,681964,2018,DE,76,297,4.83000000,31.50000000,28.0,111.0,7.98000000,4.62000000,
316,372,Ronnie Harrison,4,3388032,803032,803032,2018,S,75,214,,34.00000000,,120.0,,,93.0
317,408,Marquis Haynes,4,2912359,452359,452359,2018,EDGE,75,235,4.67000000,32.00000000,23.0,123.0,7.14000000,4.45000000,136.0
318,314,Will Hernandez,4,7450744,5088297,5088297,2018,OG,74,327,5.15000000,24.00000000,37.0,104.0,7.59000000,4.70000000,34.0
319,385,Chris Herndon,4,3171364,711364,711364,2018,TE,76,253,,,21.0,,,,
320,350,B.J. Hill,4,4047880,1029516,1029516,2018,DT,76,311,4.99000000,26.50000000,35.0,101.0,7.28000000,4.53000000,69.0
321,479,Holton Hill,3,1725000,75000,75000,2018,CB,75,200,4.49000000,31.00000000,14.0,120.0,6.83000000,4.15000000,
322,383,Nyheim Hines,4,3184547,724547,724547,2018,RB,68,198,4.38000000,35.50000000,,119.0,7.18000000,4.35000000,104.0
323,381,Jalyn Holmes,4,3191398,731398,731398,2018,DE,77,283,4.82000000,32.00000000,25.0,,,,102.0
324,358,Sam Hubbard,4,3619200,929200,929200,2018,DE,77,270,,35.00000000,,116.0,6.84000000,4.32000000,77.0
325,310,Mike Hughes,4,9867484,8209918,8209918,2018,CB,71,191,4.53000000,35.50000000,20.0,127.0,6.70000000,4.13000000,30.0
326,305,Hayden Hurst,4,11036026,8571114,8571114,2018,TE,76,250,4.67000000,31.50000000,,120.0,7.19000000,4.37000000,25.0
327,412,Maurice Hurst,4,2779046,319046,319046,2018,DT,74,292,,,,,,,
328,390,Joel Iyiegbuniwe,4,3138574,678574,678574,2018,LB,73,229,4.60000000,35.00000000,19.0,117.0,7.06000000,4.28000000,115.0
329,474,Ryan Izzo,4,2529070,69070,69070,2018,TE,77,256,4.94000000,33.00000000,18.0,110.0,7.15000000,4.43000000,250.0
330,335,Donte Jackson,4,4812524,2278768,2278768,2018,CB,71,175,4.32000000,,7.0,124.0,,,55.0
331,487,J.C. Jackson,3,1720000,10000,10000,2018,CB,71,193,4.46000000,35.50000000,14.0,120.0,,,
332,325,Josh Jackson,4,6256100,3874260,3874260,2018,CB,73,192,4.56000000,38.00000000,18.0,123.0,6.86000000,4.03000000,45.0
333,312,Lamar Jackson,4,9471648,7575059,7575059,2018,QB,74,216,,,,,,,32.0
334,461,Leon Jacobs,4,2550681,90681,90681,2018,EDGE,75,246,4.48000000,34.50000000,26.0,122.0,7.14000000,4.44000000,230.0
335,431,Natrell Jamerson,4,2725621,265621,265621,2018,S,72,198,4.40000000,35.50000000,25.0,120.0,,,164.0
336,297,Derwin James,4,12388956,12388956,12388956,2018,S,75,215,4.47000000,40.00000000,21.0,132.0,,,17.0
337,468,Richie James,4,2536571,76571,76571,2018,WR,70,183,4.48000000,35.50000000,6.0,122.0,6.87000000,4.16000000,
338,384,Josey Jewell,4,3173982,713982,713982,2018,ILB,73,234,4.82000000,33.00000000,18.0,117.0,6.80000000,4.27000000,106.0
339,486,Danny Johnson,3,1720000,10000,10000,2018,CB,70,185,4.44000000,35.00000000,15.0,123.0,,,
340,323,Kerryon Johnson,4,6503691,3585579,3585579,2018,RB,71,213,,40.00000000,11.0,126.0,7.07000000,4.29000000,43.0
341,396,Taron Johnson,4,3106068,646068,646068,2018,CB,72,180,4.50000000,33.00000000,17.0,118.0,7.03000000,4.28000000,121.0
342,434,Jamarco Jones,4,2705003,245003,245003,2018,OT,76,299,5.50000000,24.00000000,,102.0,8.32000000,4.99000000,168.0
343,364,Justin Jones,4,3471621,854140,854140,2018,DT,74,309,5.09000000,29.00000000,24.0,104.0,7.82000000,4.74000000,84.0
344,318,Ronald Jones,4,7071908,4504656,4504656,2018,RB,71,205,4.65000000,36.50000000,,,,,
345,453,Peter Kalambayi,4,2578408,118408,118408,2018,EDGE,75,252,4.57000000,34.00000000,19.0,121.0,7.13000000,4.36000000,214.0
346,367,Arden Key,4,3439421,826376,826376,2018,EDGE,78,238,,31.00000000,,117.0,7.16000000,4.25000000,87.0
347,327,Christian Kirk,4,5894867,3595124,3595124,2018,WR,70,201,4.47000000,35.50000000,20.0,115.0,7.09000000,4.45000000,47.0
348,419,Micah Kiser,4,2757977,297977,297977,2018,ILB,74,238,4.66000000,35.50000000,,121.0,7.05000000,4.24000000,147.0
349,321,Harold Landry,4,6733688,4243305,4243305,2018,EDGE,75,252,4.64000000,36.00000000,24.0,119.0,6.88000000,4.19000000,41.0
350,316,Darius Leonard,4,7247805,4160577,4160577,2018,OLB,74,234,4.70000000,,17.0,,,,36.0
351,344,Tyquan Lewis,4,4366055,1933770,1933770,2018,EDGE,75,265,,35.50000000,,122.0,,,64.0
352,400,Avonte Maddox,4,3085914,625914,625914,2018,CB,69,180,4.39000000,37.00000000,13.0,125.0,6.51000000,4.00000000,125.0
353,410,Cole Madison,4,2784331,324331,324331,2018,OL,77,308,5.33000000,28.50000000,26.0,97.0,7.86000000,4.88000000,138.0
354,497,Hercules Mata'afa,3,1714000,19000,19000,2018,EDGE,73,254,4.76000000,31.50000000,26.0,108.0,7.24000000,4.37000000,
355,281,Baker Mayfield,4,32682980,32682980,32682980,2018,QB,73,215,4.84000000,29.00000000,,111.0,7.00000000,4.28000000,1.0
356,289,Mike McGlinchey,4,18341721,18341721,18341721,2018,OT,80,309,,28.50000000,24.0,105.0,,,9.0
357,411,R.J. McIntosh,4,2781472,321472,321472,2018,DT,76,286,,,,,,,139.0
358,311,Sony Michel,4,9626695,8389710,8389710,2018,RB,71,214,4.54000000,,22.0,,,4.21000000,31.0
359,331,Anthony Miller,4,5353700,2696950,2696950,2018,WR,71,201,,,22.0,,,,51.0
360,295,Kolton Miller,4,13471324,13471324,13471324,2018,OT,81,309,4.95000000,31.50000000,24.0,121.0,7.34000000,4.49000000,15.0
361,304,D.J. Moore,4,11171316,10390810,10390810,2018,WR,72,210,4.42000000,39.50000000,15.0,132.0,6.95000000,4.07000000,24.0
362,424,Siran Neal,4,2746016,286016,286016,2018,S,72,199,4.56000000,40.50000000,17.0,122.0,7.00000000,4.28000000,154.0
363,286,Quenton Nelson,4,23888907,23888907,23888907,2018,OG,77,325,,26.50000000,35.0,105.0,7.65000000,4.62000000,6.0
364,417,Bilal Nichols,4,2759482,299482,299482,2018,DT,76,306,4.95000000,,29.0,,,,145.0
365,357,Derrick Nnadi,4,3745600,959400,959400,2018,DT,73,317,5.38000000,27.00000000,25.0,96.0,8.15000000,5.02000000,75.0
366,366,Joseph Noteboom,4,3452043,818892,818892,2018,OT,77,309,4.96000000,24.00000000,27.0,102.0,7.65000000,4.44000000,89.0
367,328,Uchenna Nwosu,4,5759577,3010582,3010582,2018,EDGE,75,251,4.65000000,32.00000000,20.0,119.0,,,48.0
368,375,Dorian O'Daniel,4,3346341,761516,761516,2018,OLB,73,223,4.61000000,32.00000000,21.0,119.0,6.64000000,4.07000000,100.0
369,342,Brian O'Neill,4,4406638,1665593,1665593,2018,OT,79,297,4.82000000,29.50000000,22.0,107.0,7.14000000,4.50000000,62.0
370,371,Chukwuma Okorafor,4,3407364,812364,812364,2018,OT,78,320,5.31000000,23.50000000,19.0,102.0,7.87000000,4.80000000,92.0
371,428,Ogbonnia Okoronkwo,4,2734536,274536,274536,2018,EDGE,73,253,4.77000000,38.00000000,27.0,121.0,,,160.0
372,338,Isaiah Oliver,4,4636643,2142861,2142861,2018,CB,73,190,4.50000000,,,,,,58.0
373,345,Brandon Parker,4,4095336,1058424,1058424,2018,OT,80,305,5.40000000,28.50000000,,113.0,7.82000000,4.68000000,65.0
374,293,Daron Payne,4,14418360,14418360,14418360,2018,DT,74,311,4.95000000,28.50000000,27.0,107.0,7.58000000,4.71000000,
375,307,Rashaad Penny,4,10765438,9796099,9796099,2018,RB,71,220,4.46000000,32.50000000,13.0,120.0,,,27.0
376,436,Darius Phillips,4,2677553,217553,217553,2018,CB,70,190,4.54000000,,,,,,170.0
377,376,Harrison Phillips,4,3342040,775040,775040,2018,DT,76,307,5.21000000,32.00000000,42.0,103.0,7.28000000,4.50000000,96.0
378,301,Billy Price,4,11712491,9155333,9155333,2018,C,76,305,,,,,,,21.0
379,425,Scott Quessenberry,4,2744252,284252,284252,2018,C,76,310,5.09000000,33.50000000,25.0,111.0,7.50000000,4.69000000,155.0
380,476,Trey Quinn,4,2529070,69070,69070,2018,WR,71,203,4.55000000,33.50000000,17.0,116.0,6.91000000,4.19000000,256.0
381,300,Frank Ragnow,4,11780140,9213758,9213758,2018,C,77,312,,,26.0,,,,20.0
382,360,Martinas Rankin,4,3546268,901268,901268,2018,OL,76,308,,,24.0,,,,80.0
383,414,D.J. Reed,4,2771371,311371,311371,2018,CB,69,188,4.51000000,36.50000000,11.0,,,,142.0
384,349,Justin Reid,4,4063423,1039656,1039656,2018,S,73,204,4.40000000,36.50000000,16.0,128.0,6.65000000,4.15000000,68.0
385,403,Will Richardson,4,3062792,602792,602792,2018,OT,78,306,5.26000000,31.50000000,,108.0,7.80000000,4.83000000,129.0
386,306,Calvin Ridley,4,10900711,8454251,8454251,2018,WR,72,189,4.43000000,31.00000000,15.0,110.0,6.88000000,4.41000000,26.0
387,290,Josh Rosen,4,17597756,17597756,17597756,2018,QB,76,226,4.92000000,31.00000000,,111.0,7.09000000,4.28000000,10.0
388,353,Mason Rudolph,4,3921886,932264,932264,2018,QB,77,235,4.90000000,26.00000000,,,,,76.0
389,432,Jaylen Samuels,4,2718066,258066,258066,2018,TE,71,225,4.54000000,34.50000000,18.0,121.0,6.93000000,4.28000000,165.0
390,409,Dalton Schultz,4,2912359,452359,452359,2018,TE,77,244,4.75000000,32.00000000,15.0,120.0,7.00000000,4.40000000,137.0
391,406,Jaleel Scott,4,3040381,580381,580381,2018,WR,77,218,4.56000000,34.50000000,16.0,124.0,7.20000000,4.40000000,132.0
392,437,JK Scott,4,2677553,217553,217553,2018,P,78,208,4.83000000,30.50000000,,114.0,7.28000000,4.41000000,172.0
393,369,Deadrin Senat,4,3422960,817960,817960,2018,DT,72,314,5.16000000,26.00000000,35.0,100.0,7.77000000,4.79000000,90.0
394,455,Greg Senat,4,2578408,118408,118408,2018,OT,78,302,5.38000000,26.00000000,19.0,106.0,7.41000000,4.71000000,212.0
395,430,Tim Settle,4,2728041,268041,268041,2018,DT,75,329,5.37000000,23.50000000,,96.0,7.95000000,4.83000000,163.0
396,354,Nathan Shepherd,4,3875724,987724,987724,2018,DT,77,315,5.09000000,31.00000000,,112.0,7.50000000,4.53000000,72.0
397,463,Andre Smith,4,2549056,89056,89056,2018,ILB,72,237,4.63000000,,19.0,,,,234.0
398,317,Braden Smith,4,7193690,4118760,4118760,2018,OG,78,315,5.22000000,33.50000000,35.0,113.0,,4.77000000,37.0
399,288,Roquan Smith,4,18477168,18477168,18477168,2018,OLB,73,236,4.51000000,,,,,,8.0
400,370,Trequan Smith,4,3420524,817024,817024,2018,WR,74,203,4.49000000,37.50000000,12.0,130.0,6.97000000,4.50000000,
401,398,Durham Smythe,4,3092235,632235,632235,2018,TE,77,253,4.81000000,31.00000000,18.0,110.0,7.17000000,4.23000000,123.0
402,326,Breeland Speaks,4,6100512,3754032,3754032,2018,DT,75,283,4.87000000,32.50000000,,110.0,7.63000000,4.65000000,46.0
403,333,M.J. Stewart,4,5083112,2487860,2487860,2018,CB,71,200,4.54000000,35.00000000,18.0,118.0,6.90000000,4.28000000,53.0
404,402,Kentavius Street,4,3070202,610202,610202,2018,DE,74,280,4.87000000,,28.0,,,,128.0
405,469,Greg Stroman,4,2535776,75776,75776,2018,CB,72,180,4.48000000,33.50000000,16.0,113.0,,4.45000000,241.0
406,320,Courtland Sutton,4,6841920,3846938,3846938,2018,WR,75,218,4.54000000,35.50000000,18.0,124.0,6.57000000,4.11000000,40.0
407,404,Josh Sweat,4,3057591,597591,597591,2018,EDGE,76,251,4.53000000,39.50000000,,124.0,,4.28000000,130.0
408,433,Wyatt Teller,4,2714123,254123,254123,2018,OG,76,314,5.24000000,29.00000000,30.0,114.0,7.45000000,4.84000000,166.0
409,348,Chad Thomas,4,4081617,1048940,1048940,2018,DE,78,281,4.92000000,29.00000000,,116.0,,,67.0
410,380,Ian Thomas,4,3207994,747994,747994,2018,TE,76,259,4.74000000,36.00000000,,123.0,7.15000000,4.20000000,101.0
411,452,Jordan Thomas,4,2578408,118408,118408,2018,CB,72,186,4.64000000,38.00000000,4.0,124.0,6.28000000,3.94000000,
412,452,Jordan Thomas,4,2578408,118408,118408,2018,TE,77,265,4.74000000,27.00000000,16.0,111.0,7.50000000,4.75000000,211.0
413,482,Kevin Toliver,3,1725000,15000,15000,2018,CB,75,204,,33.00000000,10.0,120.0,,,
414,438,Marquez Valdes-Scantling,4,2677553,217553,217553,2018,WR,76,206,4.37000000,30.50000000,15.0,124.0,,,174.0
415,292,Vita Vea,4,14824238,14824238,14824238,2018,DT,76,347,5.10000000,,41.0,,,,12.0
416,284,Denzel Ward,4,29165356,29165356,29165356,2018,CB,70,191,4.32000000,39.00000000,16.0,136.0,,,4.0
417,351,Fred Warner,4,3979325,1010188,1010188,2018,OLB,75,236,4.64000000,38.50000000,21.0,119.0,6.90000000,4.28000000,70.0
418,340,James Washington,4,4501345,1903706,1903706,2018,WR,71,213,4.54000000,34.50000000,14.0,120.0,7.11000000,4.32000000,60.0
419,399,Armani Watts,4,3092235,632235,632235,2018,S,71,205,,35.00000000,13.0,120.0,7.25000000,4.37000000,124.0
420,394,Kyzir White,4,3114441,654441,654441,2018,S,74,216,,35.50000000,21.0,113.0,,,119.0
421,392,Jordan Whitehead,4,3127257,667257,667257,2018,S,71,195,,,21.0,,,,117.0
422,435,Jordan Wilkins,4,2701241,241241,241241,2018,RB,73,216,,36.00000000,16.0,117.0,,4.27000000,169.0
